qb,t5,gpt2,mistralprompt,phiprompt,phifinetune,context + qb,context + t5,context + gpt2,context + mistralprompt,context + phiprompt,context + phifinetune
19.734,25.515,28.704,0.698,0.957,4.103,28.704,28.704,28.704,0.957,0.957,4.784
19.834,25.615,28.804,0.694,0.96,3.904,28.804,28.804,28.804,0.96,0.96,4.801
19.934,25.714,28.904,0.691,0.963,4.086,28.904,28.904,28.904,0.963,0.963,4.817
20.033,25.814,29.003,0.688,0.967,4.053,29.003,29.003,29.003,0.967,0.967,4.834
20.133,25.914,29.103,0.684,0.97,4.037,29.103,29.103,29.103,0.97,0.97,4.85
20.233,26.013,29.203,0.681,0.973,4.02,29.203,29.203,29.203,0.973,0.973,4.867
20.332,26.213,29.302,0.678,0.99,4.003,29.302,29.302,29.302,0.977,0.977,4.884
20.432,26.312,29.402,0.674,0.987,3.987,29.402,29.402,29.402,0.98,0.98,4.9
20.532,26.412,29.502,0.671,0.993,3.97,29.502,29.502,29.502,0.983,0.983,4.917
20.631,26.512,29.601,0.668,0.98,3.953,29.601,29.601,29.601,0.987,0.987,4.934
20.731,26.611,29.701,0.664,0.977,3.937,29.701,29.701,29.701,0.99,0.99,4.95
22.724,26.811,29.801,0.711,0.983,4.07,29.801,29.801,29.801,0.993,0.993,4.967
29.9,29.9,29.9,0.997,0.997,4.983,29.9,29.9,29.9,0.997,0.997,4.983
