qb,t5,gpt2,mistralprompt,phiprompt,phifinetune,context + qb,context + t5,context + gpt2,context + mistralprompt,context + phiprompt,context + phifinetune
22.027,26.811,28.704,0.708,0.927,4.07,28.704,28.704,28.704,0.957,0.957,4.784
21.927,26.91,28.804,0.704,0.924,4.053,28.804,28.804,28.804,0.96,0.96,4.801
21.827,27.01,28.904,0.701,0.92,4.037,28.904,28.904,28.904,0.963,0.963,4.817
21.728,27.11,29.003,0.698,0.917,4.02,29.003,29.003,29.003,0.967,0.967,4.834
21.628,27.209,29.103,0.694,0.914,4.003,29.103,29.103,29.103,0.97,0.97,4.85
21.528,27.309,29.203,0.691,0.91,3.987,29.203,29.203,29.203,0.973,0.973,4.867
21.429,27.409,29.302,0.688,0.907,3.97,29.302,29.302,29.302,0.977,0.977,4.884
21.329,27.508,29.402,0.684,0.904,3.953,29.402,29.402,29.402,0.98,0.98,4.9
21.229,27.608,29.502,0.681,0.94,3.937,29.502,29.502,29.502,0.983,0.983,4.917
21.13,27.708,29.601,0.678,0.993,3.92,29.601,29.601,29.601,0.987,0.987,4.934
21.03,27.807,29.701,0.674,0.987,3.904,29.701,29.701,29.701,0.99,0.99,4.95
23.821,28.106,29.801,0.668,0.99,4.236,29.801,29.801,29.801,0.993,0.993,4.967
29.9,29.9,29.9,0.997,0.997,4.983,29.9,29.9,29.9,0.997,0.997,4.983
